 ******* Program HYDRUS
 ******* Welcome to HYDRUS-1D                                                    
 Date:   9.10.    Time:  14: 8:15
 Units: L = m    , T = days , M = mmol 


    n      depth     THr       THs       hs       Ks        Ks/KsTop     Beta      Ah        AK        ATh
  866      5.19     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  867      5.20     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  868      5.20     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  869      5.21     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  870      5.21     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  871      5.22     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  872      5.23     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  873      5.23     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  874      5.24     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  875      5.24     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  876      5.25     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  877      5.26     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  878      5.26     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  879      5.27     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  880      5.27     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  881      5.28     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  882      5.29     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  883      5.29     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  884      5.30     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  885      5.30     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  886      5.31     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  887      5.32     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  888      5.32     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  889      5.33     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  890      5.33     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  891      5.34     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  892      5.35     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  893      5.35     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  894      5.36     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  895      5.36     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  896      5.37     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  897      5.38     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  898      5.38     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  899      5.39     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  900      5.39     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  901      5.40     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  902      5.41     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  903      5.41     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  904      5.42     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  905      5.42     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  906      5.43     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  907      5.44     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  908      5.44     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  909      5.45     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  910      5.45     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  911      5.46     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  912      5.47     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  913      5.47     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  914      5.48     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  915      5.48     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  916      5.49     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  917      5.50     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  918      5.50     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  919      5.51     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  920      5.51     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  921      5.52     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  922      5.53     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  923      5.53     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  924      5.54     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  925      5.54     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  926      5.55     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  927      5.56     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  928      5.56     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  929      5.57     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  930      5.57     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  931      5.58     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  932      5.59     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  933      5.59     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  934      5.60     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  935      5.60     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  936      5.61     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  937      5.62     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  938      5.62     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  939      5.63     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  940      5.63     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  941      5.64     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  942      5.65     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  943      5.65     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  944      5.66     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  945      5.66     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  946      5.67     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  947      5.68     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  948      5.68     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  949      5.69     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  950      5.69     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  951      5.70     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  952      5.71     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  953      5.71     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  954      5.72     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  955      5.72     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  956      5.73     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  957      5.74     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  958      5.74     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  959      5.75     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  960      5.75     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  961      5.76     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  962      5.77     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  963      5.77     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  964      5.78     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  965      5.78     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  966      5.79     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  967      5.80     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  968      5.80     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  969      5.81     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  970      5.81     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  971      5.82     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  972      5.83     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  973      5.83     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  974      5.84     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  975      5.84     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  976      5.85     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  977      5.86     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  978      5.86     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  979      5.87     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  980      5.87     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  981      5.88     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  982      5.89     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  983      5.89     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  984      5.90     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  985      5.90     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  986      5.91     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
